Name,Longitude,Latitude
5003449,09.11883,48.92556
5003451,09.13578,48.92153
5003452,09.13853,48.92810
5003453,09.14047,48.92485
5003454,09.17229,48.88478
5003456,09.15717,48.90828
5003459,09.33818,48.73453
5003460,09.14968,48.92498
5003461,09.22130,48.91729
5003462,09.19271,48.89079
5003464,09.21178,48.88243
5003465,09.12635,48.88780
5003466,09.20829,48.88841
5003467,09.15520,48.91960
5003468,09.15721,48.99662
5003469,09.16020,48.99653
5003470,09.20466,48.96118
5003471,09.38841,48.92547
5003472,09.20275,48.91202
5003501,09.13340,48.99558
5003502,09.20625,49.01674
5003503,09.00157,49.00920
5003504,09.26827,48.97334
5003505,09.12681,48.99284
5003506,09.12988,48.99388
5003507,09.37547,48.92349
5003508,09.36462,48.93049
5003509,09.37267,48.92724
5003510,09.15101,48.99569
5003511,09.40496,48.93513
5003513,09.39126,48.92750
5003514,09.29942,48.94822
5003515,09.29626,48.94074
5003516,09.29813,48.93719
5003517,09.29220,48.94181
5003518,09.39549,48.93068
5003519,09.20443,48.93793
5003521,09.19298,48.93450
5003522,09.18455,48.94067
5003523,09.18742,48.93679
5003524,09.19226,48.92830
5003525,09.20005,48.92538
5003526,09.33094,48.94164
5003527,09.34070,48.94280
5003528,09.34861,48.94421
5003529,09.32715,48.93567
5003530,09.34179,48.93935
5003531,09.23936,48.92656
5003532,09.27328,48.94184
5003533,09.25992,48.94172
5003536,09.14692,48.99679
5003537,09.25863,48.93846
5003539,09.25873,48.92648
5003540,09.25357,48.92890
5003541,09.25685,48.92600
5003544,09.25179,48.93309
5003545,09.36508,48.93254
5003546,09.35622,48.95640
5003547,09.36754,48.95531
5003548,09.36431,48.95522
5003549,09.26273,48.93432
5003550,09.25783,48.93336
5003551,09.29817,48.94617
5003553,09.28807,48.99858
5003559,09.18026,48.93527
5003560,09.20361,48.93550
5003561,09.13758,48.99577
5003562,09.07284,48.96928
5003563,09.29710,48.93849
5003564,09.18824,48.99590
5003565,09.19863,48.95676
5003567,09.01438,49.00129
5003568,09.09084,48.85210
5003570,09.24907,48.85708
5003571,09.25385,48.86222
5003572,09.25826,48.86697
5003573,09.27091,48.87364
5003574,09.22278,48.87570
5003576,09.22378,48.86791
5003577,09.29285,49.00261
5003578,09.28997,49.00389
5003579,09.04074,48.86799
5003581,09.07800,48.90762
5003582,09.20035,48.95944
5003585,09.24912,48.86746
5003586,09.24957,48.87026
5003587,09.25464,48.87036
5003588,09.14167,49.00217
5003590,08.93941,48.99344
5003591,09.24628,48.98250
5003592,09.24826,48.98206
5003593,09.10776,49.03939
5003594,09.26025,48.93145
5003595,09.26124,48.93408
5003596,09.26049,48.93629
5003597,09.23808,48.98009
5003599,09.32172,48.92289
5003600,09.34336,48.92331
5003601,09.32739,48.92268
5003602,09.32343,48.92373
5003603,09.35337,48.92187
5003604,09.41941,48.94744
5003605,09.43377,48.94880
5003606,09.43666,48.94249
5003607,09.43828,48.94191
5003608,09.43103,48.94531
5003609,09.43022,48.94138
5003610,09.43158,48.91562
5003611,09.43758,48.93872
5003613,09.43082,48.95444
5003614,09.42972,48.91514
5003615,09.43305,48.91650
5003616,09.43788,48.91672
5003617,09.37560,48.91941
5003619,09.27899,48.81517
5003622,09.42235,48.89050
5003623,09.38052,48.91243
5003624,09.37207,48.90174
5003626,09.30030,48.81923
5003627,09.32249,48.83181
5003628,09.30726,48.82602
5003629,09.32328,48.82705
5003632,09.29849,48.82231
5003634,09.40108,48.87927
5003636,09.39808,48.87992
5003637,09.39591,48.87718
5003639,09.44136,48.93053
5003640,09.31043,48.82418
5003642,09.39568,48.86479
5003644,09.32498,48.84056
5003645,09.32402,48.83968
5003646,09.31943,48.83349
5003647,09.31351,48.83305
5003648,09.31283,48.83527
5003650,09.30351,48.83235
5003651,09.30545,48.83546
5003652,09.31038,48.83383
5003654,09.31725,48.83561
5003655,09.31979,48.82873
5003656,09.32955,48.83337
5003657,09.42393,48.95764
5003658,09.42464,48.95482
5003659,09.41951,48.95450
5003660,09.43853,48.94841
5003661,09.43088,48.94813
5003662,09.42937,48.93892
5003663,09.42868,48.93513
5003664,09.42695,48.92763
5003665,09.42825,48.91644
5003666,09.43190,48.94406
5003667,09.42616,48.94344
5003668,09.43974,48.94559
5003669,09.42669,48.92315
5003670,09.44404,48.92174
5003672,09.36095,48.99091
5003673,09.39611,48.96859
5003674,09.38958,48.97062
5003675,09.45095,48.95131
5003680,09.43856,48.95970
5003682,09.13804,49.04319
5003683,09.36669,48.83652
5003684,09.33619,48.83945
5003685,09.33994,48.83810
5003686,09.32393,48.82180
5003687,09.30479,48.82945
5003688,09.34091,48.83754
5003689,09.36766,48.83752
5003690,09.31022,48.83522
5003691,09.31476,48.82948
5003692,09.32759,48.84085
5003693,09.32646,48.83919
5003696,09.39024,48.87382
5003698,09.30774,48.83184
5003699,09.31483,48.82779
5003701,09.47081,48.80829
5003702,09.43694,48.81178
5003703,09.44225,48.81021
5003704,09.41986,48.81635
5003706,09.45626,48.80929
5003707,09.45092,48.80905
5003708,09.53200,48.81535
5003710,09.50103,48.79748
5003711,09.38568,48.81036
5003712,09.39150,48.81704
5003713,09.48205,48.79932
5003714,09.47918,48.80400
5003715,09.40948,48.81750
5003716,09.52524,48.80423
5003719,09.56780,48.91670
5003720,09.32182,48.83935
5003721,09.31877,48.83999
5003722,09.31735,48.83826
5003723,09.31967,48.83599
5003724,09.32020,48.83595
5003725,09.32332,48.83767
5003726,09.27810,48.80669
5003728,09.44356,48.93600
5003729,09.57545,48.92006
5003730,09.45635,49.06519
5003731,09.44321,48.95451
5003743,09.32060,48.80538
5003745,09.41855,48.81397
5003746,09.44069,48.80793
5003747,09.43374,48.80393
5003748,09.43909,48.80520
5003749,09.41941,48.81829
5003752,09.42596,48.81490
5003753,09.43292,48.81315
5003754,09.49623,48.79814
5003800,09.38014,48.72806
5003801,09.38631,48.72745
5003802,09.38666,48.72335
5003803,09.37890,48.72266
5003804,09.38684,48.72039
5003805,09.31634,48.73656
5003806,09.44899,48.73844
5003807,09.35065,48.72623
5003810,09.32877,48.73147
5003812,09.47872,48.73726
5003816,09.38860,48.72521
5003817,09.37863,48.72447
5003818,09.38277,48.72172
5003819,09.22855,48.58508
5003820,09.33120,48.56168
5003821,09.33199,48.55733
5003822,09.53110,48.54991
5003823,09.52088,48.56722
5003824,09.52615,48.56355
5003893,09.53264,48.62020
5003894,09.53756,48.61618
5003895,09.53233,48.61390
5003896,09.53601,48.61477
5003897,09.52624,48.62574
5003898,09.37332,48.72485
5003899,09.51771,48.62043
5003900,09.51658,48.61488
5003901,09.46816,48.71356
5003903,09.47695,48.70910
5003904,09.47589,48.71258
5003905,09.45986,48.70969
5003912,09.32634,48.75285
5003920,09.29769,48.72546
5003932,09.52706,48.52954
5003933,09.41307,48.57279
5003937,09.27120,48.61061
5003938,09.27820,48.61133
5003939,09.41152,48.57354
5003940,09.42968,48.71801
5003941,09.46359,48.70657
5003943,09.41805,48.64538
5003944,09.42513,48.64735
5003945,09.43044,48.64956
5003952,09.46405,48.63761
5003953,09.46994,48.63537
5003954,09.47268,48.63812
5003955,09.47432,48.64106
5003956,09.47268,48.63812
5003958,09.45207,48.64169
5003959,09.42860,48.65925
5003960,09.44891,48.64472
5003995,09.25874,48.75521
5003996,09.26924,48.75619
5003997,09.26592,48.76189
5003998,09.32284,48.74425
5003999,09.31876,48.74539
5004000,09.31415,48.74737
5004001,09.34041,48.73647
5004002,09.33711,48.73233
5004003,09.35879,48.74335
5004004,09.32724,48.73483
5004005,09.32162,48.73539
5004006,09.31125,48.73701
5004007,09.30221,48.74165
5004008,09.29644,48.74251
5004009,09.28967,48.74209
5004010,09.28052,48.74321
5004011,09.27958,48.74543
5004012,09.27516,48.75205
5004013,09.27378,48.75629
5004015,09.27382,48.73982
5004016,09.27056,48.73912
5004017,09.27002,48.74181
5004020,09.35942,48.72850
5004021,09.35882,48.73037
5004022,09.31075,48.73928
5004023,09.32522,48.73342
5004024,09.33986,48.72870
5004026,09.33719,48.72957
5004027,09.33472,48.72914
5004028,09.32671,48.74098
5004029,09.33186,48.73290
5004031,09.32053,48.73923
5004032,09.31663,48.74061
5004033,09.31274,48.74254
5004034,09.30668,48.74340
5004035,09.30063,48.73554
5004036,09.29534,48.73623
5004037,09.28929,48.73561
5004038,09.29498,48.73480
5004039,09.31658,48.71902
5004040,09.31270,48.73616
5004041,09.31538,48.73211
5004042,09.33414,48.72724
5004043,09.34084,48.72571
5004044,09.34485,48.72168
5004045,09.34952,48.72085
5004047,09.35235,48.72357
5004050,09.34041,48.71784
5004051,09.33349,48.71994
5004052,09.32993,48.72197
5004053,08.88956,48.72529
5004054,09.37814,48.71460
5004055,09.37902,48.70966
5004057,09.38352,48.71353
5004058,09.38865,48.71236
5004060,09.40016,48.71349
5004062,09.32746,48.74100
5004063,09.32084,48.74117
5004064,09.27852,48.73907
5004065,09.26749,48.74086
5004066,09.26095,48.76088
5004067,09.26555,48.75447
5004068,09.25649,48.75729
5004069,09.33011,48.73065
5004070,09.35456,48.73599
5004071,09.37696,48.74063
5004072,09.38919,48.73760
5004073,09.32883,48.73626
5004074,09.41255,48.74009
5004075,09.44626,48.74408
5004076,09.44118,48.74732
5004077,09.45133,48.75826
5004078,09.45628,48.76075
5004079,09.45648,48.76298
5004080,09.46150,48.77770
5004081,09.44836,48.78470
5004082,09.46600,48.79072
5004083,09.47921,48.79812
5004084,09.34471,48.72444
5004086,09.36894,48.68195
5004088,09.36329,48.68516
5004089,09.35995,48.68287
5004090,09.35895,48.67897
5004091,09.36318,48.67773
5004092,09.36800,48.68102
5004093,09.35310,48.65334
5004094,09.31643,48.74212
5004095,09.31365,48.73992
5004097,09.33017,48.74669
5004098,09.32859,48.74394
5004099,09.33496,48.74419
5004100,09.34006,48.74325
5004101,09.34241,48.74413
5004102,09.34001,48.74579
5004103,09.33901,48.74835
5004104,09.34201,48.74918
5004105,09.34994,48.75236
5004106,09.34325,48.75559
5004107,09.33767,48.75958
5004108,09.30505,48.74329
5004109,09.30560,48.74805
5004110,09.30388,48.75188
5004111,09.30091,48.75836
5004112,09.29860,48.75631
5004113,09.29618,48.75856
5004114,09.29114,48.76180
5004115,09.28814,48.76461
5004116,09.28260,48.76438
5004118,09.29464,48.75556
5004119,09.28892,48.75192
5004120,09.29065,48.74924
5004121,09.29281,48.74750
5004122,09.31947,48.74236
5004123,09.31167,48.74662
5004124,09.31286,48.75046
5004125,09.31650,48.75216
5004126,09.31817,48.75366
5004127,09.31709,48.75705
5004128,09.31720,48.75966
5004129,09.31607,48.76279
5004130,09.32579,48.74385
5004131,09.32420,48.74626
5004132,09.32115,48.74959
5004133,09.31202,48.75442
5004134,09.30891,48.75550
5004135,09.30497,48.75619
5004136,09.32189,48.75016
5004137,09.32208,48.75310
5004139,09.33020,48.75432
5004140,09.33227,48.75525
5004141,09.33470,48.75590
5004143,09.32071,48.72884
5004144,09.31771,48.72177
5004145,09.03851,48.61865
5004146,09.30829,48.71957
5004147,09.31658,48.71902
5004148,09.31865,48.71830
5004149,09.32184,48.71566
5004151,09.32684,48.71754
5004152,09.32244,48.71944
5004153,09.47191,48.65464
5004154,09.38480,48.74551
5004155,09.39085,48.74680
5004156,09.38007,48.75857
5004157,09.38640,48.76007
5004158,09.37375,48.75846
5004159,09.37350,48.75929
5004160,09.36348,48.76786
5004161,09.35543,48.77055
5004162,09.38329,48.76014
5004163,09.38869,48.76144
5004164,09.39682,48.76215
5004165,09.39175,48.77722
5004166,09.39172,48.77889
5004167,09.39139,48.78103
5004168,09.33345,48.72820
5004169,09.36062,48.72255
5004170,09.35826,48.72272
5004171,09.32358,48.76788
5004172,09.33701,48.78494
5004173,09.36514,48.72457
5004174,09.29942,48.72845
5004175,09.29383,48.72687
5004176,09.29448,48.72546
5004177,09.30400,48.72821
5004178,09.30090,48.72491
5004179,09.30550,48.72706
5004180,09.30270,48.72454
5004181,08.85502,48.67814
5004185,09.03029,48.61748
5004186,08.99915,48.73467
5004188,09.01987,48.73394
5004189,08.85296,48.68197
5004190,08.84842,48.68308
5004191,09.28339,48.67427
5004192,09.04344,48.62008
5004193,09.00685,48.63783
5004194,08.89059,48.71616
5004195,08.94093,48.69760
5004197,09.34066,48.73127
5004200,09.33232,48.73009
5004201,09.33276,48.73011
5004202,09.29381,48.75976
5004203,09.33955,48.74126
5004204,09.34175,48.74335
5004205,09.00968,48.69196
5004206,09.00613,48.63596
5004207,08.98187,48.69610
5004208,09.01224,48.64574
5004210,09.01175,48.63951
5004211,09.44387,48.64416
5004212,09.37169,48.74266
5004213,09.44931,48.64858
5004214,09.49110,48.60028
5004215,09.45760,48.65981
5004216,09.45781,48.66995
5004217,09.45912,48.67059
5004218,09.46389,48.67208
5004219,09.45730,48.67069
5004220,09.46481,48.69599
5004221,09.46811,48.69361
5004222,09.46228,48.69276
5004223,09.45522,48.70638
5004224,09.46471,48.70800
5004225,09.42453,48.70598
5004226,09.41502,48.71129
5004227,09.41443,48.71061
5004228,09.42174,48.68865
5004229,09.41813,48.70961
5004230,09.42328,48.70960
5004231,09.42697,48.70864
5004232,09.43312,48.70788
5004233,09.43117,48.71549
5004234,09.46216,48.70914
5004235,09.45782,48.71074
5004236,09.45174,48.71034
5004237,09.44777,48.71070
5004238,09.44367,48.71340
5004240,09.47528,48.71527
5004241,09.41376,48.69414
5004242,09.41475,48.69329
5004244,09.41771,48.68559
5004245,09.41854,48.68420
5004246,09.42269,48.68505
5004247,09.42338,48.68246
5004248,09.42117,48.68185
5004249,09.42614,48.68187
5004251,09.42314,48.69439
5004254,09.41571,48.69264
5004255,09.40560,48.71938
5004257,09.37381,48.67357
5004258,09.37836,48.67179
5004263,09.41920,48.66159
5004264,09.45321,48.61864
5004265,09.44148,48.65094
5004266,09.44601,48.64924
5004267,09.45120,48.64607
5004268,09.45363,48.64018
5004269,09.45938,48.64330
5004270,09.45270,48.63403
5004271,09.45530,48.62015
5004272,09.45397,48.62513
5004273,09.45352,48.61950
5004274,09.45235,48.61647
5004275,09.45178,48.61383
5004276,09.45528,48.61543
5004277,09.46327,48.61423
5004278,09.45158,48.61093
5004279,09.44899,48.59076
5004280,09.45108,48.58558
5004281,09.45242,48.58226
5004282,09.45609,48.57357
5004283,09.46061,48.56433
5004284,09.46298,48.56174
5004286,09.34513,48.71689
5004287,09.36644,48.67003
5004288,09.36374,48.67656
5004289,09.35695,48.66056
5004290,09.35593,48.65785
5004295,09.38042,48.66791
5004296,09.37889,48.66594
5004297,09.37048,48.66767
5004298,09.36647,48.65492
5004299,09.36620,48.64884
5004300,09.36336,48.64464
5004301,09.35063,48.64053
5004302,09.33412,48.63213
5004303,09.52903,48.64679
5004304,09.33998,48.62584
5004305,09.33005,48.62367
5004307,09.47476,48.65292
5004308,09.25007,48.59010
5004309,09.23956,48.58990
5004310,09.24391,48.58685
5004311,09.25381,48.57845
5004312,09.30153,48.59094
5004313,09.25898,48.57578
5004314,09.26882,48.57325
5004315,09.26600,48.57284
5004316,09.26871,48.57116
5004317,09.44952,48.64914
5004319,09.45539,48.64669
5004320,09.46818,48.64257
5004321,09.34201,48.55965
5004322,09.48332,48.63966
5004323,09.48905,48.63877
5004324,09.51171,48.63129
5004325,09.53828,48.62145
5004327,09.53700,48.61608
5004328,09.45864,48.63282
5004329,09.45945,48.63456
5004330,09.46196,48.63829
5004331,09.45840,48.64027
5004332,09.45660,48.64383
5004333,09.45376,48.64499
5004334,09.45848,48.63623
5004335,09.46781,48.64395
5004338,09.43356,48.65381
5004339,09.42727,48.65574
5004340,09.42224,48.65644
5004341,09.42212,48.65712
5004343,09.42393,48.65932
5004344,09.41479,48.66108
5004345,09.41637,48.65772
5004346,09.41732,48.65445
5004347,09.41487,48.64752
5004349,09.41431,48.64530
5004350,09.46750,48.64484
5004351,09.46815,48.64835
5004352,09.47246,48.64837
5004353,09.47249,48.65021
5004354,09.46899,48.65045
5004355,09.45900,48.66048
5004356,09.44674,48.64127
5004359,09.43685,48.64962
5004361,09.43669,48.64709
5004362,09.54447,48.61534
5004363,09.45710,48.65033
5004364,09.45956,48.65481
5004365,09.47096,48.67295
5004366,09.47541,48.67352
5004368,09.45589,48.67027
5004369,09.43103,48.67054
5004373,09.34287,48.62377
5004375,09.34391,48.62814
5004376,09.34922,48.62492
5004377,09.34793,48.62845
5004378,09.35856,48.62615
5004379,09.37876,48.62797
5004380,09.38545,48.62924
5004381,09.39061,48.63050
5004382,09.40799,48.63428
5004383,09.43424,48.64264
5004384,09.44269,48.64816
5004385,09.44422,48.64647
5004386,09.41969,48.65746
5004387,09.47743,48.64145
5004388,09.44792,48.71171
5004390,09.51936,48.64517
5004391,09.52470,48.64544
5004392,09.53384,48.64790
5004393,09.51641,48.63420
5004394,09.53146,48.62449
5004395,09.53162,48.61891
5004396,09.52225,48.62317
5004398,09.54165,48.61204
5004399,09.55031,48.59378
5004400,09.19817,48.84091
5004401,09.18842,48.83848
5004402,09.17030,48.82155
5004403,09.35898,48.59412
5004404,09.33565,48.61568
5004405,09.53644,48.58734
5004406,09.56106,48.58271
5004407,09.56329,48.58049
5004408,09.56799,48.57674
5004409,09.56687,48.57410
5004410,09.47706,48.61655
5004411,09.48424,48.61440
5004412,09.48963,48.60579
5004413,09.49123,48.60202
5004415,09.49132,48.59906
5004416,09.49202,48.59675
5004417,09.51097,48.57897
5004418,09.47119,48.55379
5004419,09.49637,48.53020
5004420,09.51472,48.53298
5004421,09.51999,48.53391
5004422,09.52654,48.52941
5004423,09.53188,48.53643
5004424,09.53235,48.53939
5004425,09.53092,48.54116
5004427,09.35145,48.61168
5004428,09.43354,48.55774
5004429,09.35574,48.59038
5004430,09.36232,48.59169
5004431,09.36712,48.58300
5004432,09.41615,48.53756
5004433,09.37157,48.57979
5004436,09.39708,48.56557
5004437,09.40386,48.56886
5004438,09.39041,48.56693
5004442,09.37296,48.55535
5004443,09.38111,48.56099
5004444,09.34710,48.63144
5004445,09.35691,48.63060
5004446,09.34905,48.61192
5004447,09.34945,48.61610
5004448,09.35052,48.61422
5004449,09.35880,48.61125
5004450,09.35076,48.60976
5004451,09.34770,48.60917
5004452,09.34191,48.60785
5004453,09.34055,48.60668
5004454,09.34012,48.64065
5004456,09.34940,48.64322
5004459,09.33903,48.62156
5004460,09.33212,48.61286
5004461,09.32405,48.61000
5004462,09.30631,48.60383
5004463,09.30981,48.59564
5004464,09.28499,48.57073
5004465,09.28815,48.57126
5004466,09.33024,48.57604
5004467,09.35005,48.59173
5004471,09.27113,48.62729
5004472,09.26333,48.62757
5004473,09.25669,48.63152
5004474,09.38050,48.67061
5004475,09.23303,48.62075
5004476,09.21414,48.62444
5004477,09.20846,48.62405
5004479,09.31786,48.62094
5004480,09.30978,48.61805
5004481,09.30396,48.61696
5004482,09.26715,48.61394
5004483,09.26409,48.61212
5004484,09.26776,48.60887
5004485,09.23912,48.59474
5004486,09.23279,48.59042
5004487,09.23601,48.59094
5004488,09.24251,48.59184
5004489,09.26969,48.59408
5004490,09.27134,48.57036
5004492,09.32927,48.54721
5004493,09.32306,48.55065
5004497,09.52796,48.79690
5004498,09.52632,48.78993
5004500,09.50385,48.77082
5004501,09.50287,48.77149
5004502,09.49427,48.76632
5004503,09.48365,48.75246
5004504,09.48250,48.74449
5004505,09.47606,48.73335
5004506,09.46557,48.72535
5004507,09.46378,48.71828
5004508,09.46520,48.71332
5004509,08.77487,48.53407
5004510,08.82796,48.52245
5004512,08.86263,48.59396
5004513,08.85598,48.59549
5004516,09.13206,48.84555
5004518,09.11897,48.85347
5004519,09.11126,48.85251
5004520,09.10332,48.85215
5004521,09.09617,48.85302
5004522,09.09476,48.85344
5004523,09.09142,48.85466
5004524,09.05242,48.85805
5004525,09.08321,48.87387
5004526,09.03466,48.86533
5004527,09.03203,48.86790
5004528,09.02542,48.86927
5004529,08.98332,48.85256
5004530,08.98069,48.85263
5004531,08.97881,48.85185
5004532,08.96173,48.84726
5004533,08.93215,48.84651
5004534,08.92681,48.84677
5004535,09.03055,48.86347
5004536,08.98607,48.85160
5004537,08.98895,48.76328
5004538,08.98448,48.76553
5004539,08.98120,48.76958
5004540,09.00236,48.78652
5004541,09.00094,48.78949
5004543,09.00343,48.79370
5004545,09.01226,48.79515
5004546,09.02653,48.78897
5004547,09.00955,48.79684
5004548,09.00066,48.79296
5004549,08.98661,48.76286
5004550,08.97780,48.81274
5004551,08.99263,48.70593
5004552,09.07675,48.80583
5004553,09.06946,48.80164
5004554,09.05867,48.80057
5004556,08.95367,48.80670
5004557,08.95111,48.80469
5004558,09.03057,48.86709
5004559,08.93672,48.80964
5004560,09.08915,48.85204
5004561,08.99059,48.79137
5004562,08.99497,48.79236
5004563,08.99760,48.79288
5004564,08.90140,48.85158
5004565,08.91028,48.82928
5004566,08.91316,48.83390
5004567,08.91341,48.83724
5004568,08.92246,48.84593
5004569,08.93404,48.84646
5004570,09.03193,48.86585
5004571,08.92502,48.84846
5004572,09.01303,48.81536
5004574,08.86944,48.75238
5004575,08.86799,48.75548
5004577,08.81037,48.77692
5004578,08.90911,48.82243
5004579,08.89693,48.72606
5004581,08.86775,48.74920
5004582,08.88965,48.72632
5004583,08.89580,48.72441
5004584,08.89119,48.72632
5004585,08.88576,48.71706
5004587,08.85385,48.76512
5004588,08.85200,48.76847
5004589,08.85377,48.77481
5004590,08.84650,48.77211
5004591,08.81766,48.77481
5004592,08.81407,48.77514
5004593,08.83385,48.78842
5004596,08.96840,48.74609
5004597,08.96398,48.74295
5004599,08.97508,48.73775
5004600,08.96008,48.74450
5004601,08.99009,48.76287
5004602,08.99325,48.76364
5004603,09.00221,48.73068
5004604,09.00863,48.72892
5004605,09.01054,48.72523
5004606,08.99971,48.71360
5004607,09.00010,48.71295
5004608,08.94060,48.69093
5004609,09.00025,48.71123
5004610,08.99388,48.70787
5004611,08.99712,48.70709
5004612,09.00180,48.69875
5004613,09.00914,48.70084
5004614,09.01709,48.70037
5004615,09.01914,48.69848
5004617,09.04045,48.66720
5004619,09.00054,48.68460
5004620,08.99766,48.68520
5004621,08.98788,48.68673
5004624,08.98938,48.70659
5004625,09.01164,48.72132
5004626,09.01832,48.71902
5004627,09.01731,48.71277
5004628,09.01765,48.71451
5004629,09.01343,48.71119
5004630,08.95682,48.68907
5004631,08.95122,48.69071
5004632,08.95123,48.69175
5004633,08.95554,48.69336
5004635,08.96202,48.69317
5004636,09.01052,48.69841
5004637,08.94046,48.69456
5004638,08.93588,48.69532
5004640,08.93614,48.69222
5004641,08.98221,48.70474
5004642,08.97098,48.71725
5004643,08.96207,48.71615
5004644,08.98518,48.72390
5004645,08.98793,48.72073
5004647,08.99400,48.71372
5004649,08.99800,48.71875
5004652,09.02223,48.70039
5004653,09.02581,48.70212
5004654,09.03423,48.70585
5004655,08.96149,48.69541
5004656,09.01353,48.70387
5004657,09.01457,48.70267
5004658,09.01853,48.70257
5004659,08.98823,48.72224
5004660,09.01784,48.70786
5004661,09.02244,48.70848
5004662,09.02660,48.70831
5004663,09.01401,48.69597
5004664,09.03538,48.70896
5004665,09.03682,48.70820
5004666,09.02327,48.71478
5004667,09.02228,48.68574
5004668,09.03000,48.68595
5004669,09.03266,48.68355
5004670,09.02705,48.67976
5004671,09.02962,48.67733
5004672,09.03722,48.67015
5004673,09.04109,48.66768
5004674,09.04640,48.66865
5004675,09.02268,48.68727
5004676,09.02692,48.68944
5004677,09.03321,48.69078
5004680,09.02093,48.68817
5004683,09.02162,48.69354
5004684,09.01723,48.68293
5004685,09.02415,48.68184
5004686,09.02110,48.68302
5004687,09.02934,48.67769
5004688,09.03242,48.67658
5004689,09.03734,48.67865
5004690,09.02686,48.68341
5004691,09.01609,48.67349
5004692,09.02520,48.67741
5004693,09.01834,48.67809
5004694,09.01131,48.67315
5004695,09.01076,48.67433
5004696,09.00287,48.67677
5004697,09.00043,48.67378
5004698,08.99592,48.67450
5004699,09.00010,48.67660
5004700,09.00674,48.68008
5004701,09.00198,48.68033
5004702,09.00566,48.68164
5004703,09.01067,48.67651
5004704,09.00947,48.67315
5004705,09.00540,48.67185
5004706,08.99659,48.67671
5004707,08.99272,48.67974
5004709,08.99875,48.68074
5004710,08.99932,48.66762
5004711,08.99758,48.67886
5004712,09.02639,48.67547
5004713,09.03513,48.67027
5004714,08.99610,48.67193
5004715,08.99288,48.66940
5004716,08.98481,48.67738
5004717,08.97640,48.67513
5004718,08.97190,48.67632
5004719,08.97652,48.67951
5004720,08.98075,48.68066
5004721,08.97976,48.68277
5004722,08.98552,48.68477
5004723,08.98929,48.68301
5004724,08.99422,48.68433
5004725,08.89416,48.67904
5004727,08.90232,48.64186
5004729,08.92269,48.62515
5004737,08.87951,48.60917
5004738,08.87029,48.59831
5004739,08.86731,48.59600
5004741,08.76590,48.57364
5004742,08.83984,48.58056
5004743,08.83978,48.58297
5004744,08.83314,48.58461
5004745,08.84805,48.56233
5004746,08.82756,48.55329
5004747,08.82358,48.55262
5004748,08.81872,48.55373
5004749,08.84395,48.53342
5004756,08.93595,48.65806
5004757,08.93275,48.65529
5004758,08.83141,48.59562
5004759,08.79690,48.58684
5004760,08.83533,48.52017
5004761,08.82991,48.51891
5004762,09.01504,48.63291
5004763,09.02848,48.64296
5004764,08.94535,48.68989
5004765,08.92016,48.67968
5004766,08.90626,48.67957
5004768,08.91643,48.70231
5004769,08.91836,48.70861
5004770,08.91057,48.71124
5004771,08.90724,48.71367
5004772,08.98872,48.63009
5004773,08.89393,48.71644
5004774,08.89583,48.69644
5004775,08.88778,48.69993
5004776,08.90404,48.68165
5004777,08.89872,48.67873
5004778,08.88668,48.67811
5004779,08.87169,48.67837
5004780,08.86707,48.68109
5004781,09.04996,48.62086
5004783,09.06931,48.62161
5004785,09.02742,48.63954
5004786,09.02323,48.62708
5004787,09.02678,48.64506
5004788,09.04804,48.63275
5004789,09.05409,48.63645
5004790,09.06143,48.62403
5004791,09.02465,48.61547
5004792,09.05425,48.60376
5004793,08.99757,48.63263
5004794,08.99491,48.63051
5004795,08.99408,48.62969
5004796,08.97851,48.62678
5004797,08.97168,48.62545
5004798,08.96635,48.62517
5004800,08.90291,48.60237
5004801,08.87851,48.59531
5004802,08.86780,48.59526
5004804,09.05133,48.66617
5004805,09.05904,48.66729
5004806,09.05934,48.66134
5004808,09.05874,48.65684
5004811,09.07023,48.66187
5004812,09.08468,48.66524
5004813,09.09990,48.66417
5004814,09.06708,48.65802
5004816,09.06406,48.65556
5004817,09.06510,48.65208
5004819,09.06004,48.63857
5004820,09.06046,48.64010
5004821,09.05898,48.64211
5004822,09.42383,48.65668
5004823,09.46801,48.63385
5004824,09.06470,48.67080
5004828,09.06341,48.65920
5004829,09.05672,48.65367
5004830,08.92809,48.57578
5004831,08.92265,48.57666
5004832,08.91631,48.57606
5004834,08.87627,48.55116
5004835,08.87864,48.57557
5004836,08.88030,48.57837
5004837,08.87726,48.59185
5004838,08.82220,48.65181
5004839,08.81864,48.64941
5004840,08.83382,48.62487
5004842,08.83613,48.62098
5004843,08.84171,48.61532
5004844,08.84275,48.61179
5004845,08.84658,48.60984
5004846,08.85814,48.60744
5004847,08.85934,48.60698
5004848,08.86104,48.59744
5004851,08.85505,48.59462
5004853,08.90885,48.57909
5004854,08.85992,48.60481
5004855,08.86460,48.58884
5004856,09.05681,48.65570
5004857,09.03239,48.64392
5004858,08.81038,48.57074
5004859,08.78136,48.56680
5004860,08.77882,48.57176
5004861,08.77544,48.57536
5004862,08.87559,48.55179
5004863,08.78313,48.56435
5004864,08.76709,48.56172
5004865,08.78328,48.56096
5004867,08.91180,48.58302
5004868,08.83909,48.61120
5004871,08.84796,48.56031
5004872,09.02039,48.64472
5004874,09.31317,48.82626
5004875,09.30930,48.83022
5004876,09.30700,48.83440
5004877,09.30265,48.84575
