?#DB-ID;Nummer;Name;Name mit Ort;Globale ID;GKZ;Ort;Teilort;Landkreis;Tarifzonen;Tarifnummer;Relationscode;Verkehrsmittel;Linien;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate;Umgebungskarte;Umgebungskarte (ME)
1;2;Waldburgstraße;Waldburgstraße;de:8111:2;8111000;Stuttgart;Stuttgart;S;20;20;22;"Bus;Nachtbus";81,82,86,E,N10;81,82,86,E,N10;30081_,30082_,30086_,30086a,33010_;5;30,33;2728651,075;5403320,253;;
2;5;Fauststraße;Fauststraße;de:8111:5;8111000;Stuttgart;Stuttgart;S;20;20;22;"Stadtbahn;Nachtbus";U1,N10;U1,N10;20001_,33010_;2;20,33;2729164,803;5404057,507;;
3;6;Vaihingen Viadukt;Vaihingen Viadukt;de:8111:6;8111000;Stuttgart;Stuttgart;S;20;20;22;Stadtbahn;U1;U1;20001_;1;20;2729462,146;5404237,46;uVaihViadukt.pdf;me_plaene\ME_VaihViadukt.pdf
4;8;Engelboldstraße;Engelboldstraße;de:8111:8;8111000;Stuttgart;Stuttgart;S;20;20;22;"Nachtbus;Stadtbahn";U1,N10;U1,N10;20001_,33010_;2;20,33;2730116,335;5404713,874;;
5;13;Südheimer Platz;Südheimer Platz;de:8111:13;8111000;Stuttgart;Stuttgart;S;10;10;10;"Stadtbahn;Seilbahn;Bus;Nachtbus";U1,U4,U14,20,92,N1;U1,U4,U14,20,92,N1;20001_,20004_,20014_,21020_,30092_,33001_;6;20,21,30,33;2731161,922;5406897,134;uSuedh.pdf;
6;15;Bihlplatz;Bihlplatz;de:8111:15;8111000;Stuttgart;Stuttgart;S;10;10;10;Stadtbahn;U1,U4,U14;U1,U4,U14;20001_,20004_,20014_;3;20;2731731,101;5407269,067;;
8;25;Neckartor;Neckartor;de:8111:25;8111000;Stuttgart;Stuttgart;S;10;10;10;"Stadtbahn;Nachtbus";U1,U2,U4,U9,U11,U14,N4,N6;U1,U2,U4,U9,U11,U14,N4,N6;20001_,20002_,20004_,20009_,20011_,20014_,33004_,33006_;8;20,33;2734443,381;5410308,214;uneckart.pdf;me_plaene\ME_Neckart.pdf
9;26;Stöckach;Stöckach;de:8111:26;8111000;Stuttgart;Stuttgart;S;10;10;10;"Stadtbahn;Nachtbus";U1,U2,U4,U9,U11,U14,N4,N6;U1,U2,U4,U9,U11,U14,N4,N6;20001_,20002_,20004_,20009_,20011_,20014_,33004_,33006_;8;20,33;2734808,938;5410663,122;uStoeck.pdf;
10;27;Metzstraße;Metzstraße;de:8111:27;8111000;Stuttgart;Stuttgart;S;10;10;10;Stadtbahn;U1,U2,U11,U14;U1,U2,U11,U14;20001_,20002_,20011_,20014_;4;20;2735185,376;5411021,465;;
11;28;Mineralbäder;Mineralbäder;de:8111:28;8111000;Stuttgart;Stuttgart;S;10,2;120;120;Stadtbahn;U1,U2,U11,U14;U1,U2,U11,U14;20001_,20002_,20011_,20014_;4;20;2735547,046;5411576,513;uMineral.pdf;
12;30;Mercedesstraße;Mercedesstraße;de:8111:30;8111000;Stuttgart;Stuttgart;S;20;20;20;Stadtbahn;U1,U2,U11;U1,U2,U11;20001_,20002_,20011_;3;20;2736000,121;5411946,895;uMercedes.pdf;me_plaene\ME_Mercedes.pdf
13;32;Uff-Kirchhof;Uff-Kirchhof;de:8111:32;8111000;Stuttgart;Stuttgart;S;20;20;20;"Nachtbus;Stadtbahn";U1,U13,N6;U1,U13,N6;20001_,20013_,33006_;3;20,33;2736992,812;5412524,833;;
14;33;Augsburger Platz;Augsburger Platz;de:8111:33;8111000;Stuttgart;Stuttgart;S;20;20;20;"Nachtbus;Stadtbahn";U1,N6;U1,N6;20001_,33006_;2;20,33;2737329,601;5412644,272;uAugsPl.pdf;me_plaene\ME_AugsPl.pdf
15;34;Nürnberger Straße;Nürnberger Straße;de:8111:34;8111000;Stuttgart;Stuttgart;S;20;20;820;"Nachtbus;S-Bahn;R-Bahn;Stadtbahn";S2,S3,R2,R3,U1,N6;S2,S3,R2,R3,U1,N6;10002_,10003_,11002_,11003_,20001_,33006_;6;10,11,20,33;2737619,539;5412732,82;uNuernb.pdf;me_plaene\ME_Nuernb.pdf
16;35;Antwerpener Straße;Antwerpener Straße;de:8111:35;8111000;Stuttgart;Stuttgart;S;20;20;820;"Nachtbus;Stadtbahn";U1,N6;U1,N6;20001_,33006_;2;20,33;2738251,44;5412962,044;;
17;36;Beskidenstraße;Beskidenstraße;de:8111:36;8111000;Stuttgart;Stuttgart;S;20;20;820;"Nachtbus;Stadtbahn";U1,N6;U1,N6;20001_,33006_;2;20,33;2738985,044;5413177,254;;
18;37;Höhenstraße;Fellbach Höhenstraße;de:8119:37;8119020;Fellbach;Fellbach;WN;20,32;132;432;"Stadtbahn;Bus;Nachtbus";U1,227,N6;U1,227,N6;20001_,31227_,33006_;3;20,31,33;2739576,898;5413380,866;;
19;38;Esslinger Straße;Fellbach Esslinger Straße;de:8119:38;8119020;Fellbach;Fellbach;WN;20,32;132;432;"Bus;Stadtbahn";U1,212;U1,212;20001_,31212_;2;20,31;2740148,411;5413465,501;;
20;39;Schwabenlandhalle;Fellbach Schwabenlandhalle;de:8119:39;8119020;Fellbach;Fellbach;WN;20,32;132;432;"Bus;Stadtbahn";U1,207,212;U1,207,212;20001_,31207_,31212_;3;20,31;2740252,274;5413092,039;ufellblu.pdf;
21;43;Heslach Vogelrain;Heslach Vogelrain;de:8111:43;8111000;Stuttgart;Stuttgart;S;10,2;120;122;"Stadtbahn;Nachtbus;Bus";U1,U14,92,N1;U1,U14,92,N1;20001_,20014_,30092_,33001_;4;20,30,33;2730789,603;5406535,966;uHeVogel.pdf;
22;55;Berliner Platz (Hohe Straße);Berliner Platz (Hohe Straße);de:8111:55;8111000;Stuttgart;Stuttgart;S;10;10;10;"Nachtbus;Stadtbahn;Bus";U1,U2,U4,U9,U14,43,N2;U1,U2,U4,U9,U14,43,N2;20001_,20002_,20004_,20009_,20014_,30043_,33002_;7;20,30,33;2732889,356;5409286,558;uberlin.pdf;
23;76;Karl-Olga-Krankenhaus;Karl-Olga-Krankenhaus;de:8111:76;8111000;Stuttgart;Stuttgart;S;10;10;10;"Nachtbus;Stadtbahn";U4,U9,N6;U4,U9,N6;20004_,20009_,33006_;3;20,33;2735338,412;5410696,017;;
24;77;Bergfriedhof;Bergfriedhof;de:8111:77;8111000;Stuttgart;Stuttgart;S;10;10;10;"Nachtbus;Stadtbahn";U4,U9,N6;U4,U9,N6;20004_,20009_,33006_;3;20,33;2735616,016;5410690,94;;
25;78;Ostheim Leo-Vetter-Bad;Ostheim Leo-Vetter-Bad;de:8111:78;8111000;Stuttgart;Stuttgart;S;10;10;10;"Stadtbahn;Bus";U4,U9,56;U4,U9,56;20004_,20009_,30056_;3;20,3;2736010,761;5410254,846;uOstheim.pdf;
26;79;Gaisburg;Gaisburg;de:8111:79;8111000;Stuttgart;Stuttgart;S;10;10;10;Stadtbahn;U4,U9;U4,U9;20004_,20009_;2;20;2736357,736;5410141,341;uGaisburg.pdf;me_plaene\ME_Gaisburg.pdf
27;80;Wangener-/Landhausstraße;Wangener-/Landhausstraße;de:8111:80;8111000;Stuttgart;Stuttgart;S;10,2;120;420;"Nachtbus;Stadtbahn";U4,U9,N6,N7;U4,U9,N6,N7;20004_,20009_,33006_,33007_;4;20,33;2736862,92;5410003,028;;
28;81;Brendle (Großmarkt);Brendle (Großmarkt);de:8111:81;8111000;Stuttgart;Stuttgart;S;20;20;720;"Nachtbus;Stadtbahn";U4,U9,N6,N7;U4,U9,N6,N7;20004_,20009_,33006_,33007_;4;20,33;2737198,07;5409910,086;;
29;82;Im Degen;Im Degen;de:8111:82;8111000;Stuttgart;Stuttgart;S;20;20;720;"Stadtbahn;Nachtbus";U4,U9,N6,N7;U4,U9,N6,N7;20004_,20009_,33006_,33007_;4;20,33;2737663,617;5409557,897;;
30;83;Inselstraße;Inselstraße;de:8111:83;8111000;Stuttgart;Stuttgart;S;20;20;720;"Nachtbus;Stadtbahn";U4,U9,N6,N7;U4,U9,N6,N7;20004_,20009_,33006_,33007_;4;20,33;2737979,959;5409306,982;;
31;84;Wasenstraße;Wasenstraße;de:8111:84;8111000;Stuttgart;Stuttgart;S;20;20;720;Stadtbahn;U4,U9,U13;U4,U9,U13;20004_,20009_,20013_;3;20;2738440,265;5409367,191;uWasen.pdf;
32;86;Großglocknerstraße;Großglocknerstraße;de:8111:86;8111000;Stuttgart;Stuttgart;S;20;20;20;"Nachtbus;Bus";60,61,N6,N7;60,61,N6,N7;30060_,30061_,33006_,33007_;4;30,33;2739087,964;5409653,109;;
33;87;Neckarhalde;Neckarhalde;de:8111:87;8111000;Stuttgart;Stuttgart;S;20;20;20;"Bus;Nachtbus";61,N7;61,N7;30061_,33007_;2;30,33;2739641,426;5409230,273;;
34;89;Ebniseestraße;Ebniseestraße;de:8111:89;8111000;Stuttgart;Stuttgart;S;20,31;131;131;"Bus;Nachtbus";61,N7;61,N7;30061_,33007_;2;30,33;2740007,295;5408510,61;;
35;90;Bergstaffelstraße;Bergstaffelstraße;de:8111:90;8111000;Stuttgart;Stuttgart;S;20,31;131;131;"Nachtbus;Bus";61,N7;61,N7;30061_,33007_;2;30,33;2740114,314;5408285,489;;
36;94;Wollinstraße;Wollinstraße;de:8111:94;8111000;Stuttgart;Stuttgart;S;20,34,36;236;236;"Bus;Nachtbus";E,52,99,612,N4;E,52,99,612,N4;30015a,30052_,30099_,31612_,33004_;5;30,31,33;2731059,815;5415885,986;;
37;95;Neuwirtshauskreuzung;Neuwirtshauskreuzung;de:8111:95;8111000;Stuttgart;Stuttgart;S;20,34,36;236;236;"Bus;Nachtbus";E,52,99,N4;E,52,99,N4;30015a,30052_,30099_,33004_;4;30,33;2730667,447;5416210,991;;
38;96;Niebuhrweg;Niebuhrweg;de:8111:96;8111000;Stuttgart;Stuttgart;S;20,34;134;134;"Bus;Nachtbus";E,52,99,N4;E,52,99,N4;30015a,30052_,30099_,33004_;4;30,33;2731065,689;5416396,949;;
39;97;Marco-Polo-Weg;Marco-Polo-Weg;de:8111:97;8111000;Stuttgart;Stuttgart;S;20,34;134;134;"Nachtbus;Bus";E,52,99,N4;E,52,99,N4;30015a,30052_,30099_,33004_;4;30,33;2731484,759;5416562,7;;
40;100;Stammheim;Stammheim;de:8111:100;8111000;Stuttgart;Stuttgart;S;20,34;134;134;"Stadtbahn;Bus";U15,412,508;U15,412,508;20015_,31412_,31508_;3;20,31;2731659,706;5417331,699;uStamm;
41;102;Korntaler Straße;Korntaler Straße;de:8111:102;8111000;Stuttgart;Stuttgart;S;20,34;134;134;"Bus;Nachtbus;Stadtbahn";U15,52,99,508,N4;U15,52,99,508,N4;20015_,30052_,30099_,31508_,33004_;5;20,30,31,33;2731744,732;5416953,506;;
42;103;Heutingsheimer Straße;Heutingsheimer Straße;de:8111:103;8111000;Stuttgart;Stuttgart;S;20,34;134;134;"Stadtbahn;Nachtbus;Bus";U15,E,N4;U15,E,N4;20015_,30015a,33004_;3;20,30,33;2731932,257;5416490,23;;
43;104;Wimpfener Straße;Wimpfener Straße;de:8111:104;8111000;Stuttgart;Stuttgart;S;20;20;21;"Stadtbahn;Nachtbus";U15,N4;U15,N4;20015_,33004_;2;20,33;2732075,866;5416023,218;;
44;105;Kornwestheimer Straße;Kornwestheimer Straße;de:8111:105;8111000;Stuttgart;Stuttgart;S;20,34;134;134;Bus;412;412;31412_;1;31;2732442,062;5417452,705;;
45;106;Zahn-Nopper-Straße;Zahn-Nopper-Straße;de:8111:106;8111000;Stuttgart;Stuttgart;S;20;20;21;"Bus;Nachtbus";99,508,N4;99,508,N4;30099_,31508_,33004_;3;30,31,33;2732371,69;5415403,982;;
46;107;Kirchtalstraße;Kirchtalstraße;de:8111:107;8111000;Stuttgart;Stuttgart;S;20;20;21;"Bus;Stadtbahn;Nachtbus";U15,401,N4;U15,401,N4;20015_,31401_,33004_;3;20,31,33;2732799,943;5415387,832;uKirchtal;ME_Kirchtal
47;108;Zuffenhausen Rathaus;Zuffenhausen Rathaus;de:8111:108;8111000;Stuttgart;Stuttgart;S;20;20;21;"Nachtbus;Stadtbahn;Bus";U15,401,N4;U15,401,N4;20015_,31401_,33004_;3;20,31,33;2733108,301;5415237,764;uZuffkelt;
48;109;Zuffenhausen Friedhof;Zuffenhausen Friedhof;de:8111:109;8111000;Stuttgart;Stuttgart;S;20;20;21;Bus;401;401;31401_;1;31;2733585,876;5415824,428;;
49;110;Friedrichswahl;Friedrichswahl;de:8111:110;8111000;Stuttgart;Stuttgart;S;20;20;21;"Stadtbahn;Nachtbus";U7,U15,N4;U7,U15,N4;20007_,20015_,33004_;3;20,33;2733006,675;5414361,496;;
50;111;Borsigstraße;Borsigstraße;de:8111:111;8111000;Stuttgart;Stuttgart;S;20;20;21;"Stadtbahn;Nachtbus";U7,U15,N4;U7,U15,N4;20007_,20015_,33004_;3;20,33;2733209,091;5414002,952;;
51;112;Sieglestraße;Sieglestraße;de:8111:112;8111000;Stuttgart;Stuttgart;S;20;20;21;"Stadtbahn;Nachtbus";U7,U15,N4;U7,U15,N4;20007_,20015_,33004_;3;20,33;2733392,915;5413582,586;;
52;114;Sonatenweg;Sonatenweg;de:8111:114;8111000;Stuttgart;Stuttgart;S;20,34;134;134;Bus;412;412;31412_;1;31;2732295,525;5417308,723;;
53;115;Eckartshaldenweg;Eckartshaldenweg;de:8111:115;8111000;Stuttgart;Stuttgart;S;10;10;10;Stadtbahn;U5,U6,U7,U15;U5,U6,U7,U15;20005_,20006_,20007_,20015_;4;20;2733839,709;5411598,313;uEckart.pdf;
54;123;Stafflenbergstraße;Stafflenbergstraße;de:8111:123;8111000;Stuttgart;Stuttgart;S;10;10;10;"Stadtbahn;Nachtbus";U15,N7;U15,N7;20015_,33007_;2;20,33;2734617,979;5409156,418;;
55;124;Bubenbad;Bubenbad;de:8111:124;8111000;Stuttgart;Stuttgart;S;10;10;10;"Stadtbahn;Nachtbus";U15,N7;U15,N7;20015_,33007_;2;20,33;2734852,495;5408923,311;;
56;125;Payerstraße;Payerstraße;de:8111:125;8111000;Stuttgart;Stuttgart;S;10;10;10;"Nachtbus;Stadtbahn";U15,N7,N9;U15,N7,N9;20015_,33007_,33009_;3;20,33;2734924,872;5408484,523;;
57;126;Geroksruhe;Geroksruhe;de:8111:126;8111000;Stuttgart;Stuttgart;S;10;10;10;"Stadtbahn;Nachtbus";U15,N7,N9;U15,N7,N9;20015_,33007_,33009_;3;20,33;2735336,036;5408165,242;;
58;129;Silberwald;Silberwald;de:8111:129;8111000;Stuttgart;Stuttgart;S;20;20;620;"Stadtbahn;Nachtbus";U7,U8,U15,N7;U7,U8,U15,N7;20007_,20008_,20015_,33007_;4;20,33;2735952,308;5406097,485;usilberw.pdf;me_plaene\ME_Silberw.pdf
59;130;Waldau;Waldau;de:8111:130;8111000;Stuttgart;Stuttgart;S;10,2;120;520;Stadtbahn;U7,U8;U7,U8;20007_,20008_;2;20;2734486,097;5406455,311;uwaldau.pdf;me_plaene\ME_Waldau.pdf
60;136;Heumaden;Heumaden;de:8111:136;8111000;Stuttgart;Stuttgart;S;20,3;130;130;"Stadtbahn;Bus";U7,U8,U15,131;U7,U8,U15,131;20007_,20008_,20015_,31131_;4;20,31;2737896,864;5405113,556;uheumade.pdf;
61;137;Isegrimweg;Isegrimweg;de:8111:137;8111000;Stuttgart;Stuttgart;S;20,3;130;130;"Bus;Nachtbus";65,N7;65,N7;30065_,33007_;2;30,33;2737604,932;5405710,946;;
62;141;Siedlung;Gerlingen Siedlung;de:8118:141;8118019;Gerlingen;Gerlingen;LB;36;36;36;Stadtbahn;U6;U6;20006_;1;20;2725742,943;5411629,513;uGerSied.pdf;me_plaene\ME_GerSied.pdf
63;142;Rossbaum;Gerlingen Rossbaum;de:8118:142;8118019;Gerlingen;Gerlingen;LB;36;36;36;Nachtbus;N3;N3;33003_;1;33;2726046,166;5411761,64;;
64;143;Breitwiesen;Gerlingen Breitwiesen;de:8118:143;8118019;Gerlingen;Gerlingen;LB;36;36;36;"Stadtbahn;Bus;Nachtbus";U6,635,N3;U6,635,N3;20006_,31635_,33003_;3;20,31,33;2726468,315;5411798,316;uGiebel.pdf;
65;144;Giebel;Giebel;de:8111:144;8111000;Stuttgart;Stuttgart;S;20,36;136;436;"Stadtbahn;Nachtbus;Bus";U6,U13,90,N3;U6,U13,90,N3;20006_,20013_,30090_,33003_;4;20,30,33;2726833,882;5411847,782;uGiebel.pdf;
66;145;Salamanderweg;Salamanderweg;de:8111:145;8111000;Stuttgart;Stuttgart;S;20,36;136;436;"Nachtbus;Stadtbahn";U6,U13,N3;U6,U13,N3;20006_,20013_,33003_;3;20,33;2727245,823;5411864,027;;
67;146;Bergheimer Hof;Bergheimer Hof;de:8111:146;8111000;Stuttgart;Stuttgart;S;20;20;21;"Stadtbahn;Nachtbus";U6,U13,N3;U6,U13,N3;20006_,20013_,33003_;3;20,33;2727836,838;5412062,583;;
68;147;Wolfbusch;Wolfbusch;de:8111:147;8111000;Stuttgart;Stuttgart;S;20;20;21;"Stadtbahn;Nachtbus";U6,U13,N3;U6,U13,N3;20006_,20013_,33003_;3;20,33;2728104,432;5412412,617;;
69;148;Rastatter Straße;Rastatter Straße;de:8111:148;8111000;Stuttgart;Stuttgart;S;20;20;21;"Stadtbahn;Nachtbus";U6,U13,N3;U6,U13,N3;20006_,20013_,33003_;3;20,33;2728351,095;5412810,896;uRast.pdf;me_plaene\ME_Rast.pdf
70;149;Goethestraße;Gerlingen Goethestraße;de:8118:149;8118019;Gerlingen;Gerlingen;LB;36;36;36;"Bus;Nachtbus";635,N3;635,N3;31635_,33003_;2;31,33;2725374,709;5411596,966;;
71;150;Mathildenstraße;Mathildenstraße;de:8111:150;8111000;Stuttgart;Stuttgart;S;20;20;21;Nachtbus;N3;N3;33003_;1;33;2728971,378;5413206,889;;
72;151;Landauer Straße;Landauer Straße;de:8111:151;8111000;Stuttgart;Stuttgart;S;20;20;21;"Nachtbus;Stadtbahn";U6,U13,N3;U6,U13,N3;20006_,20013_,33003_;3;20,33;2729462,986;5413285,364;;
73;152;Feuerbach Pfostenwäldle;Feuerbach Pfostenwäldle;de:8111:152;8111000;Stuttgart;Stuttgart;S;20;20;21;Stadtbahn;U6,U13;U6,U13;20006_,20013_;2;20;2730322,645;5413045,883;;
74;153;Sportpark Feuerbach;Sportpark Feuerbach;de:8111:153;8111000;Stuttgart;Stuttgart;S;20;20;21;"Stadtbahn;Nachtbus";U6,U13,N3;U6,U13,N3;20006_,20013_,33003_;3;20,33;2730839,033;5412800,871;;
75;154;Föhrich;Föhrich;de:8111:154;8111000;Stuttgart;Stuttgart;S;20;20;21;"Nachtbus;Stadtbahn;Bus";U6,U13,91,N3;U6,U13,91,N3;20006_,20013_,30091_,33003_;4;20,30,33;2731406,189;5412868,306;uFoehr.pdf;me_plaene\ME_Foehr.pdf
76;156;Leobener Straße;Leobener Straße;de:8111:156;8111000;Stuttgart;Stuttgart;S;20;20;21;Nachtbus;N3;N3;33003_;1;33;2732353,724;5412914,692;;
77;158;Maybachstraße;Maybachstraße;de:8111:158;8111000;Stuttgart;Stuttgart;S;20;20;21;"Stadtbahn;Nachtbus";U6,U13,N3;U6,U13,N3;20006_,20013_,33003_;3;20,33;2733386,979;5413047,579;uMayb.pdf;me_plaene\ME_Mayb.pdf
78;159;Dobelstraße;Dobelstraße;de:8111:159;8111000;Stuttgart;Stuttgart;S;10;10;10;Stadtbahn;U5,U6,U7,U12;U5,U6,U7,U12;20005_,20006_,20007_,20012_;4;20;2734228,642;5408490,126;;
79;161;Neue Weinsteige 61;Neue Weinsteige 61;de:8111:161;8111000;Stuttgart;Stuttgart;S;10;10;10;Nachtbus;N8,N9,N10;N8,N9,N10;33008_,33009_,33010_;3;33;2733875,245;5407801,22;;
80;162;Altenbergstaffel;Altenbergstaffel;de:8111:162;8111000;Stuttgart;Stuttgart;S;10;10;10;Nachtbus;N8,N9,N10;N8,N9,N10;33008_,33009_,33010_;3;33;2733959,643;5407336,87;;
81;163;Weinsteige;Weinsteige;de:8111:163;8111000;Stuttgart;Stuttgart;S;10,2;120;622;"Stadtbahn;Nachtbus";U5,U6,U8,U12,N8,N9,N10;U5,U6,U8,U12,N8,N9,N10;20005_,20006_,20008_,20012_,33008_,33009_,33010_;7;20,33;2733468,346;5406792,749;uweinst.pdf;me_plaene\ME_Weinst.pdf
82;164;Karl-Pfaff-Straße;Karl-Pfaff-Straße;de:8111:164;8111000;Stuttgart;Stuttgart;S;20;20;722;Nachtbus;N8,N9,N10;N8,N9,N10;33008_,33009_,33010_;3;33;2733292,872;5406493,412;;
83;165;Haigst;Haigst;de:8111:165;8111000;Stuttgart;Stuttgart;S;10,2;120;622;"Linientaxi;Zahnradbahn";10,LT10;10,LT10;21010_,52010_;2;21,52;2733284,459;5406808,535;ufernseh.pdf;
84;170;Vaihinger Straße;Vaihinger Straße;de:8111:170;8111000;Stuttgart;Stuttgart;S;20;20;822;"Nachtbus;Stadtbahn";U3,U5,U6,U8,U12,N10;U3,U5,U6,U8,U12,N10;20003_,20005_,20006_,20008_,20012_,33010_;6;20,33;2730985,579;5403671,582;uVaihStr.pdf;me_plaene\ME_VaihStr.pdf
85;174;Unteraichen;Leinf. Unteraichen;de:8116:174;8116078;Leinfeld.-Echterd.;Leinfelden;ES;38;38;38;"Stadtbahn;Bus";U5,38;U5,38;20005_,30038_;2;20,3;2731393,65;5401014,83;;
86;175;Leinfelden;Leinfelden;de:8116:175;8116078;Leinfeld.-Echterd.;Leinfelden;ES;38;38;38;"S-Bahn;Bus;Stadtbahn";S2,S3,U5,35,38,E,82,86,826;S2,S3,U5,35,38,E,82,86,826;10002_,10003_,20005_,30035_,30038_,30038a,30082_,30086_,30086a,31826_;10;10,20,30,31;2731397,977;5400192,823;uleinf.pdf;me_plaene\ME_Leinf.pdf
88;183;Rohrer Weg;Rohrer Weg;de:8111:183;8111000;Stuttgart;Stuttgart;S;20;20;822;Stadtbahn;U5,U6;U5,U6;20005_,20006_;2;20;2730824,281;5403012,295;;
89;190;Raiffeisenstraße;Grötzingen Raiffeisenstraße;de:8116:190;8116081;Aichtal;Grötzingen;ES;49,59;159;159;"Bus;Nachtbus";167,167A,190,809,N92;167,167A,190,809,N92;31167_,31167a,31190_,31809_,34092_;5;31,34;2740097,499;5392918,106;;
90;211;Millöckerstraße;Millöckerstraße;de:8111:211;8111000;Stuttgart;Stuttgart;S;20;20;621;Stadtbahn;U2,U9;U2,U9;20002_,20009_;2;20;2730226,234;5409395,876;;
91;212;Beethovenstraße;Beethovenstraße;de:8111:212;8111000;Stuttgart;Stuttgart;S;20;20;621;"Bus;Stadtbahn;Nachtbus";U2,U9,91,N2;U2,U9,91,N2;20002_,20009_,30091_,33002_;4;20,30,33;2730313,197;5409145,943;;
92;215;Wielandstraße;Wielandstraße;de:8111:215;8111000;Stuttgart;Stuttgart;S;10,2;120;121;"Bus;Nachtbus";40,50,N2;40,50,N2;30040_,30050_,33002_;3;30,33;2730753,51;5408899,925;;
93;216;Herderplatz;Herderplatz;de:8111:216;8111000;Stuttgart;Stuttgart;S;10,2;120;121;"Bus;Stadtbahn;Nachtbus";U2,U9,40,50,N2;U2,U9,40,50,N2;20002_,20009_,30040_,30050_,33002_;5;20,30,33;2730944,288;5408633,053;uherderp.pdf;me_plaene\ME_Herderp.pdf
94;217;Vogelsang;Vogelsang;de:8111:217;8111000;Stuttgart;Stuttgart;S;10;10;10;"Stadtbahn;Nachtbus;Bus";U2,U9,40,N2;U2,U9,40,N2;20002_,20009_,30040_,33002_;4;20,30,33;2731259,725;5408912,87;uvogels.pdf;
95;218;Arndt-/Spittastraße;Arndt-/Spittastraße;de:8111:218;8111000;Stuttgart;Stuttgart;S;10;10;10;"Stadtbahn;Nachtbus";U2,U9,N2;U2,U9,N2;20002_,20009_,33002_;3;20,33;2731660,771;5408951,713;;
96;222;Raitelsberg;Raitelsberg;de:8111:222;8111000;Stuttgart;Stuttgart;S;10;10;10;"Nachtbus;Stadtbahn";U9,N6;U9,N6;20009_,33006_;2;20,33;2736056,329;5410699,288;;
97;225;Wangen Marktplatz;Wangen Marktplatz;de:8111:225;8111000;Stuttgart;Stuttgart;S;20;20;720;Stadtbahn;U9,U13;U9,U13;20009_,20013_;2;20;2738577,571;5408881,882;;
98;226;Hedelfinger Straße;Hedelfinger Straße;de:8111:226;8111000;Stuttgart;Stuttgart;S;20;20;720;Stadtbahn;U9,U13;U9,U13;20009_,20013_;2;20;2738886,227;5408343,237;;
99;227;Hedelfingen;Hedelfingen;de:8111:227;8111000;Stuttgart;Stuttgart;S;20,31;131;131;"Stadtbahn;Bus;Nachtbus";U9,U13,62,65,103,N7;U9,U13,62,65,103,N7;20009_,20013_,30062_,30065_,31103_,33007_;6;20,30,31,33;2739309,269;5407595,785;uHedel.pdf;
100;229;Börsenplatz;Börsenplatz;de:8111:229;8111000;Stuttgart;Stuttgart;S;10;10;10;Stadtbahn;U1,U2,U9,U11,U14;U1,U2,U9,U11,U14;20001_,20002_,20009_,20011_,20014_;5;20;2733465,545;5409607,704;uFriedri.pdf;me_plaene\ME_Friedri.pdf
101;254;Wilhelma;Wilhelma;de:8111:254;8111000;Stuttgart;Stuttgart;S;20;20;920;Stadtbahn;U14;U14;20014_;1;20;2735610,84;5412218,961;uWilhelm.pdf;
102;262;Rosensteinpark;Rosensteinpark;de:8111:262;8111000;Stuttgart;Stuttgart;S;20;20;921;Stadtbahn;U13;U13;20013_;1;20;2734666,318;5412654,397;;
103;263;Glockenstraße;Glockenstraße;de:8111:263;8111000;Stuttgart;Stuttgart;S;20;20;921;Stadtbahn;U13;U13;20013_;1;20;2735375,79;5412795,544;;
104;264;Kienbachstraße;Kienbachstraße;de:8111:264;8111000;Stuttgart;Stuttgart;S;20;20;20;Stadtbahn;U13;U13;20013_;1;20;2737646,181;5411955,729;;
105;265;Blick;Blick;de:8111:265;8111000;Stuttgart;Stuttgart;S;20;20;20;Stadtbahn;U13;U13;20013_;1;20;2738239,367;5411262,068;;
106;267;Eszet;Eszet;de:8111:267;8111000;Stuttgart;Stuttgart;S;20;20;20;Stadtbahn;U13;U13;20013_;1;20;2738601,944;5410651,446;;
107;268;Schlotterbeckstraße;Schlotterbeckstraße;de:8111:268;8111000;Stuttgart;Stuttgart;S;20;20;20;Stadtbahn;U13;U13;20013_;1;20;2738791,582;5410261,338;;
108;271;Auwiesen;Auwiesen;de:8111:271;8111000;Stuttgart;Stuttgart;S;20,34;134;434;"Stadtbahn;Nachtbus;Bus";U14,54,N5;U14,54,N5;20014_,30054_,33005_;3;20,30,33;2736781,063;5416369,119;;
109;272;Hofen;Hofen;de:8111:272;8111000;Stuttgart;Stuttgart;S;20;20;820;"Bus;Stadtbahn;Nachtbus";U14,54,N5;U14,54,N5;20014_,30054_,33005_;3;20,30,33;2736566,289;5416000,116;;
110;274;Wagrainäcker;Wagrainäcker;de:8111:274;8111000;Stuttgart;Stuttgart;S;20;20;820;Stadtbahn;U14;U14;20014_;1;20;2735866,711;5415227,425;;
111;275;Elbestraße;Elbestraße;de:8111:275;8111000;Stuttgart;Stuttgart;S;20;20;421;Stadtbahn;U14;U14;20014_;1;20;2735935,577;5414776,48;;
112;276;Freibergstraße;Freibergstraße;de:8111:276;8111000;Stuttgart;Stuttgart;S;20;20;421;"Stadtbahn;Nachtbus";U14,N4;U14,N4;20014_,33004_;2;20,33;2736646,02;5414639,267;;
113;277;Münster Rathaus;Münster Rathaus;de:8111:277;8111000;Stuttgart;Stuttgart;S;20;20;421;"Nachtbus;Stadtbahn";U14,N4;U14,N4;20014_,33004_;2;20,33;2736958,352;5414287,056;;
