?#DB-ID;Nummer;Name;Name mit Ort;Globale ID;GKZ;Ort;Teilort;Landkreis;Tarifzonen;Tarifnummer;Relationscode;Verkehrsmittel;Linien;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate;Umgebungskarte;Umgebungskarte (ME)
3407;6837;Bahnhofstraße;Endersbach Bahnhofstr.;de:8119:6837;8119091;Weinstadt;Endersbach;WN;42;42;42;Bus;202,206;202,206;31202_,31206_;2;31;2747322,561;5413912,746;;
3408;6838;Beim Kreisel;Endersbach Beim Kreisel;de:8119:6838;8119091;Weinstadt;Endersbach;WN;42;42;42;Bus;202;202;31202_;1;31;2747245,606;5414060,94;;
3409;6839;Kalkofen;Endersbach Kalkofen;de:8119:6839;8119091;Weinstadt;Endersbach;WN;42;42;42;Bus;202;202;31202_;1;31;2747072,23;5414013,039;;
3410;6840;Schlossfeld;Bönnigheim Schlossfeld;de:8118:6840;8118010;Bönnigheim;Bönnigheim;LB;65;65;65;Bus;554;554;31554_;1;31;2727534,542;5437888,234;;
3411;6841;Württembergstraße;Weil Württembergstr.;de:8116:6841;8116019;Esslingen (N);Weil;ES;31;31;31;Bus;102;102;31102_;1;31;2740777,38;5405513,475;;
3412;6842;Palmenwaldstraße;Brühl Palmenwaldstr.;de:8116:6842;8116019;Esslingen (N);Brühl;ES;31;31;31;"Ruftaxi;Bus";102,RT10;102,RT10;31102_,53010_;2;31,53;2740825,894;5405578,48;;
3413;6843;Sonnenhof;Kleinaspach Sonnenhof;de:8119:6843;8119087;Aspach;Kleinaspach;WN;54,64;164;164;"Bus;Nachtbus";364,367,467,N30;364,367,467,N30;31364_,31367_,31367a,31467_,34030_;5;31,34;2745715,156;5433915,703;;
3414;6844;Neue Straße;Steinbach Neue Straße;de:8119:6844;8119008;Backnang;Steinbach;WN;53,54;354;354;Bus;361,362A;361,362A;31361_,31362a;2;31;2754356,729;5429881,709;;
3415;6845;Tuxer Weg;Maubach Tuxer Weg;de:8119:6845;8119008;Backnang;Maubach;WN;43,44,53,54;254;254;Bus;361;361;31361_;1;31;2751082,7;5427093,169;;
3416;6846;Herion;Großbettlingen Herion;de:8116:6846;8116022;Großbettlingen;Großbettlingen;ES;60,7;170;170;Bus;185,187;185,187;31185_,31187_;2;31;2744232,847;5388965,6;;
3417;6847;Otto-Hahn-Straße;Neckarweih. Otto-Hahn-Str.;de:8118:6847;8118048;Ludwigsburg;Neckarweihingen;LB;34,44;144;144;Bus;429;429;31429_;1;31;2736788,129;5424078,687;;
3418;6848;Hermann-Hesse-Straße;Neckarweih. H.-Hesse-Str.;de:8118:6848;8118048;Ludwigsburg;Neckarweihingen;LB;34,44;144;144;Bus;429;429;31429_;1;31;2736950,2;5424260,347;;
3419;6849;Seemühle;Roßwag Seemühle;de:8118:6849;8118073;Vaihingen (E);Roßwag;LB;56,66;166;166;Bus;502,503,576;502,503,576;31502_,31503_,31576_;3;31;2715616,188;5426413,667;;
3420;6850;Mühlhäuser Straße;Roßwag Mühlhäuser Straße;de:8118:6850;8118073;Vaihingen (E);Roßwag;LB;56,66;166;166;Bus;576;576;31576_;1;31;2713412,364;5426131,32;;
910119;6852;Haus am Remsufer;Neckarrems Haus am Remsufer;de:8118:6852;8118081;Remseck (N);Neckarrems;LB;;334;334;"Bus;Nachtbus";402,N43;402,N43;31402_,34043_;2;31,34;2740291,086;5419975,773;;
3422;6853;Steige;Neckarrems Steige;de:8118:6853;8118081;Remseck (N);Neckarrems;LB;32,34;334;334;Bus;431;431;31431_;1;31;2740858,307;5420194,46;;
3423;6854;Traubenstraße;Neckarrems Traubenstraße;de:8118:6854;8118081;Remseck (N);Neckarrems;LB;32,34;334;334;Bus;431;431;31431_;1;31;2740622,865;5419993,88;;
3424;6855;Schlossbergallee;Bönnigheim Schlossbergallee;de:8118:6855;8118010;Bönnigheim;Bönnigheim;LB;65;65;65;"Bus;Nachtbus";554,N57;554,N57;31554_,34057_;2;31,34;2727440,817;5437650,192;;
3425;6856;Römerweg;Kirchberg (M) Römerweg;de:8119:6856;8119038;Kirchberg (M);Kirchberg (M);WN;54,55;355;355;Bus;455,488;455,488;31455_,31488_;2;31;2744206,421;5428076,316;;
3427;6858;Pfarrgartenstraße;Kirchberg (M) Pfarrgartenstr.;de:8119:6858;8119038;Kirchberg (M);Kirchberg (M);WN;54,55;355;355;"Bus;Nachtbus";454,488,N30,N40;454,488,N30,N40;31454_,31488_,34030_,34040_;4;31,34;2744987,733;5428174,299;;
3428;6859;Danziger Straße;Kirchberg (M) Danziger Str.;de:8119:6859;8119038;Kirchberg (M);Kirchberg (M);WN;54,55;355;355;Bus;488;488;31488_;1;31;2744959,951;5428547,766;;
3429;6860;Neckarbrücke;Neckartailf. Neckarbrücke;de:8116:6860;8116041;Neckartailfingen;Neckartailfingen;ES;50,59,60,69;260;260;Bus;189,19;189,19;31189_,31190_;2;31;2740726,447;5391135,17;;
3430;6861;Zwingelhäuser Straße;Kirchb.(M) Zwingelhäuser Str.;de:8119:6861;8119038;Kirchberg (M);Kirchberg (M);WN;54,55;355;355;"Bus;Nachtbus";453,454,488,N30,N40;453,454,488,N30,N40;31453_,31454_,31488_,34030_,34040_;5;31,34;2745136,385;5428391,494;;
3432;6863;Gartenstraße;Sulzbach (M) Gartenstr.;de:8119:6863;8119075;Sulzbach (M);Sulzbach (M);WN;63,64,73,74;274;274;Bus;387,39;387,39;31387_,31390_;2;31;2755846,536;5435187,844;;
3442;6873;Schulstraße;Kirchberg (M) Schulstraße;de:8119:6873;8119038;Kirchberg (M);Kirchberg (M);WN;54,55;355;355;"Bus;Nachtbus";488,N30;488,N30;31488_,34030_;2;31,34;2744776,064;5428081,806;;
3443;6874;Wasenfeld;Allmersbach i.T. Wasenfeld;de:8119:6874;8119003;Allmersbach i. T.;Allmersbach i. T.;WN;53;53;53;Bus;381,383;381,383;31381_,31383_;2;31;2754111,394;5425065,516;;
3444;6875;Olga-/Zeppelinstraße;Deizisau Olga-/Zeppelinstr.;de:8116:6875;8116014;Deizisau;Deizisau;ES;41;41;41;Bus;104,143;104,143;31104_,31143_;2;31;2750222,985;5402631,675;;
3445;6876;Zeppelin-/Kirchstraße;Deizisau Zeppelin-/Kirchstr.;de:8116:6876;8116014;Deizisau;Deizisau;ES;41;41;41;Bus;104,143;104,143;31104_,31143_;2;31;2750034,204;5402389,88;;
3446;6877;Kirchstraße/Nelkenweg;Deizisau Kirchstr./Nelkenweg;de:8116:6877;8116014;Deizisau;Deizisau;ES;41;41;41;Bus;104,143;104,143;31104_,31143_;2;31;2749661,438;5402420,268;;
3447;6878;Zeppelinstraße;Deizisau Zeppelinstr.;de:8116:6878;8116014;Deizisau;Deizisau;ES;41;41;41;Bus;143;143;31143_;1;31;2750269,728;5402868,877;;
3448;6879;Alte Bergstraße;Deizisau Alte Bergstr.;de:8116:6879;8116014;Deizisau;Deizisau;ES;41;41;41;Bus;143;143;31143_;1;31;2748771,036;5402548,447;;
3449;6880;Olga-/Keplerstraße;Deizisau Olga-/Keplerstr.;de:8116:6880;8116014;Deizisau;Deizisau;ES;41;41;41;Bus;104,143;104,143;31104_,31143_;2;31;2749833,91;5402745,548;;
3450;6881;Wander-Parkpl. Hohenneuffen;Erkenbr.w. W-P Hohenneuffen;de:8116:6881;8116018;Erkenbrechtsweiler;Erkenbrechtsweiler;ES;70,70,71;371;371;Bus;191;191;31191_;1;31;2751279,261;5385150,332;;
3451;6882;Walter-Flex-Straße;Oßweil Walter-Flex-Str.;de:8118:6882;8118048;Ludwigsburg;Oßweil;LB;34;34;34;Bus;426,431;426,431;31426_,31431_;2;31;2736041,276;5422602,07;;
3452;6883;Neckarweihinger Straße;Oßweil Neckarweihinger Str.;de:8118:6883;8118048;Ludwigsburg;Oßweil;LB;34;34;34;Bus;426,431;426,431;31426_,31431_;2;31;2736494,771;5422657,035;;
3453;6884;Obere Bahnhofstraße;Backnang Obere Bahnhofstr.;de:8119:6884;8119008;Backnang;Backnang;WN;53,54;354;354;Bus;360,362;360,362;31360_,31362_;2;31;2751021,353;5428543,987;;
3454;6885;Allee/Brächterstraße;Tamm Allee/Brächterstr.;de:8118:6885;8118071;Tamm;Tamm;LB;45;45;45;Bus;536,536A;536,536A;31536_,31536a;2;31;2729696,521;5425659,208;;
3455;6886;Allee/Alter Weg;Tamm Allee/Alter Weg;de:8118:6886;8118071;Tamm;Tamm;LB;45;45;45;Bus;536,536A;536,536A;31536_,31536a;2;31;2729385,17;5425580,812;;
3456;6887;Alter Weg;Tamm Alter Weg;de:8118:6887;8118071;Tamm;Tamm;LB;45;45;45;Bus;536;536;31536_;1;31;2729309,221;5425171,232;;
3457;6888;Mitte/Helenenstraße;Markgr. Mitte/Helenenstr.;de:8118:6888;8118050;Markgröningen;Markgröningen;LB;36,46;146;446;Bus;533;533;31533_;1;31;2726060,577;5423296,425;;
3458;6889;Aussiedlerhöfe;Haslach Aussiedlerhöfe;de:8115:6889;8115021;Herrenberg;Haslach;BB;68;68;68;Bus;774;774;31774_;1;31;2708750,368;5387582,844;;
3459;6890;Sportplatz;Gemmrigheim Sportplatz;de:8118:6890;8118018;Gemmrigheim;Gemmrigheim;LB;65;65;65;"Bus;Nachtbus";574,574A,N58;574,574A,N58;31574_,31574a,34058_;3;31,34;2730700,146;5437632,975;;
3460;6891;Lerchenstraße;Winterbach Lerchenstr.;de:8119:6891;8119086;Winterbach;Winterbach;WN;52;52;52;Bus;245;245;31245_;1;31;2756290,965;5412476,737;;
3461;6892;Tailfinger Straße;Öschelbronn Tailfinger Str.;de:8115:6892;8115016;Gäufelden;Öschelbronn (BB);BB;68,77;177;177;Nachtbus;N70;N70;34070_;1;34;2709002,341;5383387,252;;
7222517;6893;Bretzenacker;Bretzenacker;de:8119:6893;8119089;Berglen;Bretzenacker;WN;;53;653;Ruftaxi;RT31;RT31;51031_;1;51;2753497,836;5419044,951;;
3463;6895;Hermann-Löns-Straße;Gerlingen Hermann-Löns-Str.;de:8118:6895;8118019;Gerlingen;Gerlingen;LB;36;36;36;Bus;98;98;30098_;1;30;2722921,441;5411186,786;;
3464;6897;Margaretenweg;Gerlingen Margaretenweg;de:8118:6897;8118019;Gerlingen;Gerlingen;LB;36;36;36;Bus;635;635;31635_;1;31;2726565,129;5412136,604;;
3465;6903;Rosenstraße;Gerlingen Rosenstr.;de:8118:6903;8118019;Gerlingen;Gerlingen;LB;36;36;36;Bus;98,635;98,635;30098_,31635_;2;30,31;2724667,386;5411300,698;;
3466;6904;Richthofenstraße;Gerlingen Richthofenstraße;de:8118:6904;8118019;Gerlingen;Gerlingen;LB;36;36;36;Bus;98,635;98,635;30098_,31635_;2;30,31;2724685,35;5410819,733;;
3467;6905;Vesouler Straße;Gerlingen Vesouler Str.;de:8118:6905;8118019;Gerlingen;Gerlingen;LB;36;36;36;Bus;98,635;98,635;30098_,31635_;2;30,31;2724547,911;5411130,756;;
3468;6906;Robert-Bosch-Platz;Gerlingen Robert-Bosch-Platz;de:8118:6906;8118019;Gerlingen;Gerlingen;LB;36;36;36;Bus;98;98;30098_;1;30;2725317,477;5409975,441;;
3469;6907;Waldfriedhof;Gerlingen Waldfriedhof;de:8118:6907;8118019;Gerlingen;Gerlingen;LB;36;36;36;Bus;98;98;30098_;1;30;2725592,325;5409862,104;;
3471;6910;Falkenweg;Gerlingen Falkenweg;de:8118:6910;8118019;Gerlingen;Gerlingen;LB;36;36;36;Bus;98,635;98,635;30098_,31635_;2;30,31;2724805,992;5410579,147;;
3472;6911;Winnender Straße;Leutenbach Winnender Str.;de:8119:6911;8119042;Leutenbach;Leutenbach;WN;43;43;743;Bus;334,335;334,335;31334_,31335_;2;31;2748840,097;5421874,693;;
3473;6912;K.-Ferd.-Braun-Straße;Backnang K.-Ferd.-Braun-Str.;de:8119:6912;8119008;Backnang;Backnang;WN;53,54;354;354;Bus;360;360;31360_;1;31;2750754,328;5430788,909;;
3475;6914;Hüttenbühler See Abzw.;Vorderst. Hüttenb. See Abzw.;de:8119:6914;8119001;Alfdorf;Vordersteinenberg;WN;72;72;72;Bus;265;265;31265_;1;31;2771625,716;5423666,068;;
3476;6915;Hellershof Kreuzung;Vorderst. Hellershof Kreuzung;de:8119:6915;8119001;Alfdorf;Vordersteinenberg;WN;72;72;72;Bus;263,265;263,265;31263_,31265_;2;31;2770544,194;5425282,078;;
3477;6916;Täle;Kaisersbach Täle;de:8119:6916;8119037;Kaisersbach;Kaisersbach;WN;72,73;373;473;"Bus;Ruftaxi";263,265,RT21;263,265,RT21;31263_,31265_,51021_;3;31,51;2768663,123;5426954,617;;
3481;6921;Waldsee;Fornsbach Waldsee;de:8119:6921;8119044;Murrhardt;Fornsbach;WN;73;73;73;Bus;375,39;375,39;31375_,31390_;2;31;2768104,192;5433136,672;;
3482;6922;Abzweig Wahlenheim;Vorderst. Abzw. Wahlenheim;de:8119:6922;8119001;Alfdorf;Vordersteinenberg;WN;72;72;72;Bus;265;265;31265_;1;31;2772297,973;5423434,196;;
3484;6924;Birkhof;Kaisersbach Birkhof;de:8119:6924;8119037;Kaisersbach;Kaisersbach;WN;72,73;373;473;"Bus;Ruftaxi";257,265,RT21;257,265,RT21;31257_,31265_,51021_;3;31,51;2771099,262;5425176,8;;
3485;6925;Hundsberg;Vorderst. Hundsberg;de:8119:6925;8119001;Alfdorf;Vordersteinenberg;WN;72;72;72;Bus;257;257;31257_;1;31;2771647,007;5426296,256;;
3486;6926;Bosch Tor IV;Schwieberd. Bosch Tor IV;de:8118:6926;8118067;Schwieberdingen;Schwieberdingen;LB;36,46;146;846;Bus;503,504,531,534;503,504,531,534;31503_,31504_,31531_,31534_;4;31;2726823,64;5420989,267;;
3489;6929;Lichtenstern Gymnasium;Großsachsh. Lichtenstern Gymn.;de:8118:6929;8118076;Sachsenheim;Großsachsenheim;LB;55,56,65,66;266;266;"Nachtbus;Bus";566,566A,571,571A,N52;566,566A,571,571A,N52;31566_,31566a,31571_,31571a,34052_;5;31,34;2725150,365;5429047,591;;
3490;6930;Münchinger Straße;Hemmingen Münchinger Straße;de:8118:6930;8118027;Hemmingen;Hemmingen;LB;46;46;646;Bus;501,612;501,612;31501_,31612_;2;31;2722979,912;5418664,474;;
3491;6931;Sindlingen Aussiedlerhöfe;Unterjett. Sindl. Aussiedlerh.;de:8115:6931;8115053;Jettingen;Unterjettingen;BB;77;77;77;Bus;774;774;31774_;1;31;2707774,212;5385388,673;;
3492;6932;Schlosshaldenstraße;Hemmingen Schlosshaldenstr.;de:8118:6932;8118027;Hemmingen;Hemmingen;LB;46;46;646;Bus;501;501;31501_;1;31;2723650,117;5418454,6;;
3493;6933;Lerchenäcker;Backnang Lerchenäcker;de:8119:6933;8119008;Backnang;Backnang;WN;53,54;354;354;Bus;360;360;31360_;1;31;2750790,042;5430518,902;;
3494;6934;Rathaus;Oberriexingen Rathaus;de:8118:6934;8118059;Oberriexingen;Oberriexingen;LB;56;56;656;"Bus;Nachtbus";532,579,N56;532,579,N56;31532_,31579_,34056_;3;31,34;2721980,287;5425415,42;;
3495;6935;Schule;Sachsenweiler Schule;de:8119:6935;8119008;Backnang;Sachsenweiler;WN;54,53;354;354;Bus;362A;362A;31362a;1;31;2753804,254;5428757,15;;
3496;6936;Richard-Wagner-Straße;Backnang Richard-Wagner-Str.;de:8119:6936;8119008;Backnang;Backnang;WN;53,54;354;354;Bus;362A;362A;31362a;1;31;2750618,156;5429115,955;;
3497;6937;Fornsbacher Weg;Backnang Fornsbacher Weg;de:8119:6937;8119008;Backnang;Backnang;WN;53,54;354;354;Bus;362A,367;362A,367;31362a,31367a;2;31;2751215,805;5430212,237;;
3498;6938;Beim Wasserturm;Backnang Beim Wasserturm;de:8119:6938;8119008;Backnang;Backnang;WN;53,54;354;354;Bus;362A,367;362A,367;31362a,31367a;2;31;2750557,08;5429976,871;;
3500;6940;Löchlesäcker;Freiberg (N) Löchlesäcker;de:8118:6940;8118078;Freiberg (N);Freiberg (N);LB;44;44;44;"Nachtbus;Bus";446,N44;446,N44;31446_,34044_;2;31,34;2732692,426;5427341,84;;
3502;6942;Abzweig Eisenbachsee;Pfahlbronn Abzw. Eisenbachsee;de:8119:6942;8119001;Alfdorf;Pfahlbronn;WN;72;72;72;Bus;265;265;31265_;1;31;2769701,443;5419077,646;;
3503;6943;Ziegelhütte;Kaisersbach Ziegelhütte;de:8119:6943;8119037;Kaisersbach;Kaisersbach;WN;72,73;373;473;"Bus;Ruftaxi";263,265,RT21;263,265,RT21;31263_,31265_,51021_;3;31,51;2767516,941;5427545,358;;
3504;6944;Oberriexinger Straße;Großsachsh. Oberriexing. Str.;de:8118:6944;8118076;Sachsenheim;Großsachsenheim;LB;55,56,65,66;266;266;"Bus;Nachtbus";532,544,566,578,N56;532,544,566,578,N56;31532_,31544_,31566_,31578_,34056_;5;31,34;2724243,333;5428636,212;;
3505;6946;Lehenbrücke;Asperg Lehenbrücke;de:8118:6946;8118003;Asperg;Asperg;LB;34,36,45,46;246;246;Bus;532;532;31532_;1;31;2730733,306;5423750,38;;
3506;6947;Berliner Straße;Asperg Berliner Str.;de:8118:6947;8118003;Asperg;Asperg;LB;34,36,45,46;246;246;Bus;420,433,536A;420,433,536A;31420_,31433_,31536a;3;31;2729758,397;5423002,858;;
3507;6948;Stuttgarter Straße;Asperg Stuttgarter Str.;de:8118:6948;8118003;Asperg;Asperg;LB;34,36,45,46;246;246;Bus;420,433,536A;420,433,536A;31420_,31433_,31536a;3;31;2730007,757;5423078,801;;
3508;6949;Gartenstraße;Hochdorf (E) Gartenstr.;de:8118:6949;8118012;Eberdingen;Hochdorf (E);LB;46,56;156;556;Bus;503,595;503,595;31503_,31595_;2;31;2719996,642;5420951,018;;
3509;6950;Th.-Heuss-Straße;Hochdorf (E) Th.-Heuss-Str.;de:8118:6950;8118012;Eberdingen;Hochdorf (E);LB;46,56;156;556;Bus;595;595;31595_;1;31;2720432,567;5420587,707;;
3510;6951;Pulverdinger Straße;Hochdorf (E) Pulverdinger Str.;de:8118:6951;8118012;Eberdingen;Hochdorf (E);LB;46,56;156;556;Bus;595;595;31595_;1;31;2720204,551;5420935,194;;
3511;6952;Am Pfaffenwald;Hochdorf (E) Am Pfaffenwald;de:8118:6952;8118012;Eberdingen;Hochdorf (E);LB;46,56;156;556;Bus;595;595;31595_;1;31;2719845,6;5421200,404;;
3512;6953;Rieter Straße;Enzweihingen Rieter Str.;de:8118:6953;8118073;Vaihingen (E);Enzweihingen;LB;46,56;156;856;Bus;595;595;31595_;1;31;2718595,875;5424167,179;;
3513;6954;Lilienstraße;Rommelshausen Lilienstr.;de:8119:6954;8119093;Kernen i. R.;Rommelshausen;WN;32;32;32;"Nachtbus;Bus";211,N31;211,N31;31211_,34031_;2;31,34;2743690,095;5413582,172;;
3514;6955;Klaiberstraße;Enzweihingen Klaiberstr.;de:8118:6955;8118073;Vaihingen (E);Enzweihingen;LB;46,56;156;856;Bus;595;595;31595_;1;31;2718085,304;5424087,929;;
3515;6956;Metzinger Straße;Großbettlingen Metzinger Str.;de:8116:6956;8116022;Großbettlingen;Großbettlingen;ES;60,7;170;170;Bus;185,187;185,187;31185_,31187_;2;31;2744760,32;5388718,935;;
3516;6957;Breslauer Straße;Schwieberdingen Breslauer Str.;de:8118:6957;8118067;Schwieberdingen;Schwieberdingen;LB;36,46;146;846;Bus;504;504;31504_;1;31;2725866,162;5419521,45;;
3517;6958;Stettiner Straße;Schwieberdingen Stettiner Str.;de:8118:6958;8118067;Schwieberdingen;Schwieberdingen;LB;36,46;146;846;Bus;501,504;501,504;31501_,31504_;2;31;2726354,247;5419536,713;;
3520;6961;Fessler Mühle;Sersheim Fessler Mühle;de:8118:6961;8118068;Sersheim;Sersheim;LB;56,66;166;166;Bus;566,566A;566,566A;31566_,31566a;2;31;2721030,995;5429519,633;;
3521;6962;Vaihinger Straße;Nußdorf Vaihinger Str.;de:8118:6962;8118012;Eberdingen;Nußdorf;LB;56;56;656;Bus;502,503,591,592,592A;502,503,591,592,592A;31502_,31503_,31591_,31592_,31592a;5;31;2715718,447;5421746,394;;
3522;6963;Freibad/FitKom;Besigheim Freibad/FitKom;de:8118:6963;8118007;Besigheim;Besigheim;LB;55,65;165;165;Bus;560;560;31560_;1;31;2730782,052;5433664,517;;
3523;6964;Altes Schulhaus;Ensingen Altes Schulhaus;de:8118:6964;8118073;Vaihingen (E);Ensingen;LB;56,66;166;166;Bus;590;590;31590_;1;31;2716281,138;5430085,885;;
3524;6965;Reitsteige;Aurich Reitsteige;de:8118:6965;8118073;Vaihingen (E);Aurich;LB;56,66;166;166;Bus;592,592A,595;592,592A,595;31592_,31592a,31595_;3;31;2715620,025;5423883,399;;
3525;6966;Steinberg Halde;Murrhardt Steinberg Halde;de:8119:6966;8119044;Murrhardt;Murrhardt;WN;73;73;73;Bus;374;374;31374_;1;31;2762500,327;5436903,43;;
3526;6967;Pflegeheim;Pfahlbronn Pflegeheim;de:8119:6967;8119001;Alfdorf;Pfahlbronn;WN;72;72;72;Bus;266;266;312661;1;31;2769726,564;5418238,258;;
3527;6968;Haubenwasen;Pfahlbronn Haubenwasen;de:8119:6968;8119001;Alfdorf;Pfahlbronn;WN;72;72;72;Bus;266,266A;266,266A;31266_,31266a;2;31;2769699,865;5418204,149;;
3528;6969;Pfeifferklinge;Pliensauv. Pfeifferklinge;de:8116:6969;8116019;Esslingen (N);Pliensauvorstadt;ES;31;31;31;Bus;122,131;122,131;31122_,31131_;2;31;2742606,845;5404681,211;;
3529;6970;Bürgerzentrum;Hegenlohe Bürgerzentrum;de:8116:6970;8116037;Lichtenwald;Hegenlohe;ES;51;51;651;Bus;262;262;31262_;1;31;2755946,461;5405971,985;;
3530;6971;Flickenwiesen;Großbottwar Flickenwiesen;de:8118:6971;8118021;Großbottwar;Großbottwar;LB;65;65;665;"Bus;Nachtbus";460,460A,462,463,N46;460,460A,462,463,N46;31460_,31460a,31462_,31463_,34046_;5;31,34;2741580,494;5435243,379;;
3532;6973;Haus der Feuerwehr;Aldingen Haus der Feuerwehr;de:8118:6973;8118081;Remseck (N);Aldingen;LB;32,34;334;334;"Bus;Nachtbus";405,431,451,N43;405,431,451,N43;31405_,31431_,31451_,34043_;4;31,34;2739584,77;5420084,089;;
3535;6976;Katharinenstraße;Gündelbach Katharinenstr.;de:8118:6976;8118073;Vaihingen (E);Gündelbach;LB;56,66;166;166;Bus;592;592;31592_;1;31;2715115,147;5432856,589;;
3536;6977;Im langen Feld;Markgröningen Im langen Feld;de:8118:6977;8118050;Markgröningen;Markgröningen;LB;36,46;146;446;"Bus;Nachtbus";533,534A,N53;533,534A,N53;31533_,31534a,34053_;3;31,34;2727082,526;5422421,498;;
3537;6978;Steinbeisstraße;Markgröningen Steinbeisstr.;de:8118:6978;8118050;Markgröningen;Markgröningen;LB;36,46;146;446;Bus;531,532;531,532;31531_,31532_;2;31;2727210,91;5423227,7;;
3538;6979;Tannhof;Alfdorf Tannhof;de:8119:6979;8119001;Alfdorf;Alfdorf;WN;72;72;72;Bus;265;265;31265_;1;31;2767488,938;5420673,046;;
3539;6980;Jugenddorf;Vaihingen (E) Jugenddorf;de:8118:6980;8118073;Vaihingen (E);Vaihingen (E);LB;56,66;166;166;Bus;576;576;31576_;1;31;2716453,563;5426255,497;;
3540;6981;Steinwerk;Vaihingen (E) Steinwerk;de:8118:6981;8118073;Vaihingen (E);Vaihingen (E);LB;56,66;166;166;Bus;576;576;31576_;1;31;2716172,054;5426562,804;;
3541;6982;Mitte;Pattonville Mitte;de:8118:6982;8118081;Remseck (N);Pattonville;LB;34;34;534;"Nachtbus;Bus";404,405,412,427,427A,533,N43;404,405,412,427,427A,533,N43;31404_,31405_,31412_,31427_,31427a,31533_,34043_;7;31,34;2736465,522;5420050,068;;
3542;6983;Rems-Murr-Klinikum;Winnenden Rems-Murr-Klinikum;de:8119:6983;8119085;Winnenden;Winnenden;WN;43;43;43;Bus;210,332,335;210,332,335;31210_,31332_,31335_;3;31;2748879,053;5420152,595;;
3544;6985;Jahnstraße;Poppenweiler Jahnstr.;de:8118:6985;8118048;Ludwigsburg;Poppenweiler;LB;34,44;144;144;"Bus;Nachtbus";430,433,433A,451,N43;430,433,433A,451,N43;31430_,31433_,31433a,31451_,34043_;5;31,34;2739794,901;5423689,713;;
3545;6986;Seestraße;Kleinbottwar Seestraße;de:8118:6986;8118070;Steinheim (M);Kleinbottwar;LB;55,65;165;465;Bus;460A,461;460A,461;31460a,31461_;2;31;2740547,748;5432185,032;;
3546;6987;Horrenwinkel;Steinheim (M) Horrenwinkel;de:8118:6987;8118070;Steinheim (M);Steinheim (M);LB;55,65;165;465;Bus;460A,461;460A,461;31460a,31461_;2;31;2740211,883;5431358,542;;
3547;6988;Schulzentrum;Steinheim (M) Schulzentrum;de:8118:6988;8118070;Steinheim (M);Steinheim (M);LB;55,65;165;465;Bus;460A,461;460A,461;31460a,31461_;2;31;2739623,918;5431310,256;;
3548;6989;Zazenhausen Viadukt;Zazenhausen Viadukt;de:8111:6989;8111000;Stuttgart;Stuttgart;S;20;20;21;Bus;401;401;31401_;1;31;2734531,361;5416278,34;;
3550;6991;Alte Steige;Schorndorf Alte Steige;de:8119:6991;8119067;Schorndorf;Schorndorf;WN;52;52;52;Bus;247;247;31247_;1;31;2759880,627;5412426,012;;
3551;6992;Lederstraße;Schorndorf Lederstraße;de:8119:6992;8119067;Schorndorf;Schorndorf;WN;52;52;52;Bus;246;246;31246_;1;31;2758216,664;5413526,226;;
3552;6993;Steinbeisstraße;Schorndorf Steinbeisstr.;de:8119:6993;8119067;Schorndorf;Schorndorf;WN;52;52;52;Bus;246;246;31246_;1;31;2757991,882;5413994,111;;
3553;6994;Grafenbergweg;Schorndorf Grafenbergweg;de:8119:6994;8119067;Schorndorf;Schorndorf;WN;52;52;52;Bus;246;246;31246_;1;31;2758407,618;5414093,643;;
3554;6995;Kreuzwegäcker;Steinheim (M) Kreuzwegäcker;de:8118:6995;8118070;Steinheim (M);Steinheim (M);LB;55,65;165;465;Bus;444;444;31444_;1;31;2738953,556;5431598,213;;
3555;6996;Friedhof;Grab Friedhof;de:8119:6996;8119024;Großerlach;Grab;WN;73,74;374;374;Bus;372,376;372,376;31372_,31376_;2;31;2761698,207;5439429,785;;
3556;6997;Reizenwiesen;Welzheim Reizenwiesen;de:8119:6997;8119084;Welzheim;Welzheim;WN;72;72;72;Bus;263,266;263,266;31263_,31266_;2;31;2765132,958;5419763,699;;
3557;6998;Keplerstraße;Deizisau Keplerstr.;de:8116:6998;8116014;Deizisau;Deizisau;ES;41;41;41;Bus;143;143;31143_;1;31;2749911,81;5402979,971;;
3558;6999;Bietigheimer Straße;Murr Bietigheimer Str.;de:8118:6999;8118054;Murr;Murr;LB;55;55;655;Bus;567;567;31567_;1;31;2738099,531;5429616,572;;
3559;7000;Ditzingen;Ditzingen;de:8118:7000;8118011;Ditzingen;Ditzingen;LB;36,46;146;146;"S-Bahn;Bus;Nachtbus";S6,S60,98,535,620,623,623A,624,625,N65;S6,S60,98,535,620,623,623A,624,625,N65;10006_,10060_,30098_,31535_,31620_,31623_,31623a,31624_,31625_,34065_;10;10,30,31,34;2725245,255;5414117,399;uDitzing.pdf;me_plaene\ME_Ditzing.pdf
3560;7001;Industriegebiet Süd;Ditzingen Industriegebiet Süd;de:8118:7001;8118011;Ditzingen;Ditzingen;LB;36,46;146;146;Bus;98,625;98,625;30098_,31625_;2;30,31;2725329,333;5413559,929;;
3561;7002;Daimlerstraße;Herrenberg Daimlerstraße;de:8115:7002;8115021;Herrenberg;Herrenberg;BB;68;68;68;Bus;781;781;31781_;1;31;2711645,303;5388853,159;;
